name,location,date
Trashcan Sinatras,"Teaterverket, Stockholm, Sweden",2017-11-02 20:27:17.188
Trashcan Sinatras,"Alchemia, Krakow, Poland",2017-06-23 22:43:10.221
Trashcan Sinatras,"Nijdrop, Brussels, Belgium",2017-12-19 07:15:11.618
Trashcan Sinatras,"Northwell Health at Jones Beach Theater, New York, NY, US",2010-09-01 05:32:58.481
Trashcan Sinatras,"Krakatoa, Mérignac, France",2018-05-11 18:11:07.488
Trashcan Sinatras,"Fasching, Stockholm, Sweden",2016-05-15 02:28:20.671
Travis,"KOKO, London, UK",2015-08-08 19:41:19.398
Travis,"Majestic Ventura Theater, Los Angeles, CA, US",2009-01-09 22:02:38.824
Travis,"Casino De Paris, Paris, France",2011-02-18 23:13:02.844
Travis,"Botanique - Rotonde, Brussels, Belgium",2014-08-25 10:13:21.177
Travis,"Blue Note Jazz Club, New York, NY, US",2011-02-23 22:15:22.151
Travis,"AFAS Live, Amsterdam, Netherlands",2016-11-09 21:54:16.715
Travis,"Sound Academy, Toronto, ON, Canada",2016-04-25 08:13:46.155
Travis,"Rock School Barbey, Bordeaux, France",2014-06-16 10:15:26.346
Travis,"Botanique, Brussels, Belgium",2013-03-11 16:59:26.409
Travis,"Palalottomatica, Rome, Italy",2017-06-25 14:23:11.925
Trent Reznor,"Teater Pero, Stockholm, Sweden",2015-09-03 02:28:55.616
Tripping Daisy,"Teaterverket, Stockholm, Sweden",2019-01-06 22:32:16.002
Tripping Daisy,"Wurlitzer Ballroom, Madrid, Spain",2014-07-21 01:44:39.652
Tripping Daisy,"Volta, Moscow, Russian Federation",2012-06-19 21:50:51.053
Tripping Daisy,"Bi Nuu, Berlin, Germany",2016-08-05 09:01:37.746
Tripping Daisy,"Wurlitzer Ballroom, Madrid, Spain",2012-06-01 04:12:03.149
Tripping Daisy,"Backstage, Munich, Germany",2011-04-28 15:08:38.390
Tripping Daisy,"Astoria, London, UK",2011-08-24 10:05:56.153
Tripping Daisy,"Auditorio Nacional, Mexico City, Mexico",2010-09-11 16:41:55.234
Tripping Daisy,"Laugardalsholl, Reykjavík, Iceland",2015-12-08 22:38:05.931
Tripping Daisy,"Cavea, Auditorium Parco della Musica, Rome, Italy",2015-12-19 02:32:25.607
Tripping Daisy,"Madison Square Garden, New York, NY, US",2017-07-31 22:20:42.025
Tripping Daisy,"Canyon Club, Los Angeles, CA, US",2012-04-07 22:13:46.741
Tripping Daisy,"Volta, Moscow, Russian Federation",2012-05-03 20:34:40.220
Tripping Daisy,"Nasa, Reykjavík, Iceland",2017-04-28 05:44:22.127
Tripping Daisy,"Bizz'art, Paris, France",2016-05-07 08:34:07.182
Tripping Daisy,"Magasin 4, Brussels, Belgium",2010-12-10 16:40:08.553
Tripping Daisy,"Fonda Theatre, Los Angeles, CA, US",2010-11-08 13:24:11.483
Tripping Daisy,"Madame JoJo's, London, UK",2017-04-21 02:56:10.151
Tripping Daisy,"The Monarch, London, UK",2019-06-29 13:41:03.179
Tripping Daisy,"Constellation Room at the Observatory, Los Angeles, CA, US",2010-10-19 03:02:00.033
Tripping Daisy,"Proud Camden, London, UK",2014-03-23 23:29:18.313
Tripping Daisy,"Circolo degli Artisti, Rome, Italy",2015-06-06 15:24:24.111
Tripping Daisy,"Cameo Gallery, New York, NY, US",2016-08-11 23:37:56.991
Tripping Daisy,"Klub Gwarek, Krakow, Poland",2011-08-20 15:47:03.696
Tripping Daisy,"Brooklyn Bowl, New York, NY, US",2011-03-20 17:58:13.638
Troy Baker,"Moby Dick Club, Madrid, Spain",2018-07-18 00:35:24.559
Troy Baker,"The Dublin Castle, Dublin, Ireland",2019-03-19 21:50:00.864
Troy Baker,"Rodeo Bar, New York, NY, US",2018-12-02 00:29:27.172
Troy Baker,"The Sound Room, Oakland, CA, US",2017-05-06 18:29:41.476
Troy Baker,"Exil, Zürich, Switzerland",2012-04-06 04:10:06.419
Troy Baker,"Oracle Arena, Oakland, CA, US",2008-11-21 09:54:44.801
Troy Baker,"Marquee Club - Wardour Street, London, UK",2018-01-08 14:43:38.355
Troy Baker,"Paradiso Grote Zaal, Amsterdam, Netherlands",2019-07-05 21:51:53.517
Troy Baker,"Feierwerk / Kranhalle, Munich, Germany",2016-06-05 11:36:19.492
Troy Baker,"The Sugar Club, Dublin, Ireland",2017-09-29 22:49:54.073
Troy Baker,"C-Club, Berlin, Germany",2015-02-13 10:03:45.849
Troy Baker,"High Dive, Seattle, WA, US",2008-05-25 11:18:56.896
Troy Baker,"Gypsy Sally's, Washington, DC, US",2008-03-24 16:19:43.181
Troy Baker,"Avalon, Los Angeles, CA, US",2013-10-11 17:00:13.604
Troy Baker,"Teater Pero, Stockholm, Sweden",2018-07-13 18:52:11.613
Troy Baker,"K17, Berlin, Germany",2015-02-25 18:02:45.018
Troy Baker,"Velvet Lounge, Washington, DC, US",2013-05-21 09:42:09.955
Troy Baker,"Birdland, New York, NY, US",2019-01-22 03:45:52.514
Tse Tse Fly,"Chop Suey, Seattle, WA, US",2008-11-19 22:17:30.432
Tse Tse Fly,"Venue Oakland, Oakland, CA, US",2008-08-24 04:57:11.599
Tse Tse Fly,"Sunset/Sunside, Paris, France",2015-10-04 23:36:27.620
Tse Tse Fly,"Bitterzoet, Amsterdam, Netherlands",2019-12-02 08:18:39.300
Tse Tse Fly,"Iridium, New York, NY, US",2016-10-20 21:56:51.835
Tse Tse Fly,"The Water Rats, London, UK",2010-12-11 16:33:19.443
Tse Tse Fly,"Circolo degli Artisti, Rome, Italy",2014-05-04 07:22:52.395
Tse Tse Fly,"O2 Academy Brixton, London, UK",2017-02-07 13:20:30.757
Tse Tse Fly,"Vicar Street, Dublin, Ireland",2008-01-02 16:54:32.233
Tse Tse Fly,"Oakland Auditorium, Oakland, CA, US",2011-08-16 00:24:00.093
Tse Tse Fly,"Göta Källare, Stockholm, Sweden",2019-09-30 09:42:04.310
Tse Tse Fly,"Bitterzoet, Amsterdam, Netherlands",2019-12-15 20:52:59.234
Tse Tse Fly,"Rod Laver Arena, Melbourne, VIC, Australia",2011-10-13 10:35:02.616
Tse Tse Fly,"Warehouse, Toronto, ON, Canada",2019-05-23 20:13:13.416
TTNG,"The Observatory, Los Angeles, CA, US",2017-07-12 09:45:28.995
TTNG,"Purgatory at The Masquerade, Atlanta, GA, US",2016-07-17 22:18:39.214
TTNG,"Jazz Standard, New York, NY, US",2018-03-18 08:23:04.940
TTNG,"Air Canada Centre, Toronto, ON, Canada",2014-04-19 19:36:47.286
TTNG,"La Fourmi, Limoges, France",2008-02-13 04:12:58.046
TTNG,"Debaser Medis, Stockholm, Sweden",2017-01-20 10:14:25.355
TTNG,"Feierwerk / Hansa 39, Munich, Germany",2013-08-16 22:37:31.571
TTNG,"Volta, Moscow, Russian Federation",2013-08-04 03:11:21.036
TTNG,"Oakland Metro Operahouse - Old Location, Oakland, CA, US",2011-02-06 20:02:25.101
TTNG,"Harpa Concert Hall, Reykjavík, Iceland",2011-09-21 05:23:11.094
TTNG,"Blue Note Jazz Club, New York, NY, US",2016-11-30 10:19:50.200
TTNG,"Half Moon, Putney, London, UK",2011-06-30 11:27:58.041
TTNG,"Smalls Jazz Club, New York, NY, US",2019-10-04 02:34:50.215
TTNG,"Hive, Zürich, Switzerland",2012-05-20 22:18:06.093
TTNG,"Feierwerk / Kranhalle, Munich, Germany",2017-11-15 02:55:48.732
TTNG,"Whisky A Go Go, Los Angeles, CA, US",2013-06-01 23:42:10.599
TTNG,"O2 Academy Brixton, London, UK",2016-01-30 09:59:32.704
TTNG,"Dingwalls, London, UK",2009-04-07 06:35:34.526
TTNG,"The Village, Dublin, Ireland",2017-05-20 05:44:22.546
TTNG,"Grand Live at Venue Oakland, Oakland, CA, US",2019-04-20 11:23:15.976
TTNG,"The Funhouse, Seattle, WA, US",2008-05-14 06:21:49.586
Tuscadero,"Skylark Cafe & Club, Seattle, WA, US",2008-04-11 06:20:29.163
Tuscadero,"Rodeo Bar, New York, NY, US",2019-07-10 11:41:49.464
Tuscadero,"Atlantico, Rome, Italy",2016-02-14 15:08:54.578
Tuscadero,"The Tractor Tavern, Seattle, WA, US",2015-04-30 15:14:20.559
Tuscadero,"Gramercy Theatre, New York, NY, US",2019-12-18 06:32:55.363
Tuscadero,"Klub RE, Krakow, Poland",2008-07-13 23:40:15.302
Tuscadero,"Gramercy Theatre, New York, NY, US",2008-10-14 08:36:27.911
Tuscadero,"The Rockpile West, Toronto, ON, Canada",2013-01-03 12:05:35.816
TV on the Radio,"Velvet, Oakland, CA, US",2008-04-02 01:49:44.879
TV on the Radio,"Zénith de Paris, Paris, France",2011-10-13 08:03:05.567
Tweaker,"Espace El Doggo, Limoges, France",2009-05-06 08:14:49.853
Tweaker,"Club Oasis, Oakland, CA, US",2008-09-06 01:04:07.026
Tweaker,"Atlanta Room, Smith's Olde Bar, Atlanta, GA, US",2010-04-07 04:51:00.673
Tweaker,"Fonda Theatre, Los Angeles, CA, US",2008-07-26 22:05:11.829
Tweaker,"The Point Theatre, Dublin, Ireland",2011-08-05 10:31:12.635
Tweaker,"C-Club, Berlin, Germany",2017-07-16 04:29:13.215
Tweaker,"The Showbox, Seattle, WA, US",2015-06-23 13:57:15.715
Tweaker,"Proud Camden, London, UK",2010-01-26 08:03:34.377
Tweaker,"Northwell Health at Jones Beach Theater, New York, NY, US",2016-07-04 05:16:41.240
Tweaker,"The Sugar Club, Dublin, Ireland",2010-07-19 01:27:21.374
Tweaker,"Schokoladen, Berlin, Germany",2011-12-08 02:42:32.748
Tweaker,"Circo Volador, Mexico City, Mexico",2013-11-14 14:09:03.558
Tweaker,"The Forum, Los Angeles, CA, US",2013-08-13 03:37:22.129
Tweaker,"Eddie's Attic, Atlanta, GA, US",2010-12-28 10:25:17.881
Tweaker,"El Mocambo, Toronto, ON, Canada",2013-01-06 20:37:35.454
Twenty One Pilots,"Dimitriou's Jazz Alley, Seattle, WA, US",2018-08-12 15:36:39.328
Twenty One Pilots,"Yoshi's Jazz Club, Oakland, Oakland, CA, US",2019-06-21 17:52:31.315
Twenty One Pilots,"Gypsy Sally's, Washington, DC, US",2011-09-19 03:02:43.007
Twenty One Pilots,"The Porterhouse, Dublin, Ireland",2013-03-30 11:41:48.675
Twenty One Pilots,"Zénith de Paris, Paris, France",2017-12-17 08:33:51.842
Twenty One Pilots,"Watergate, Berlin, Germany",2015-02-12 05:24:29.139
Twenty One Pilots,"Venue Oakland, Oakland, CA, US",2009-04-22 15:19:26.797
Twenty One Pilots,"Bi Nuu, Berlin, Germany",2013-05-05 00:03:24.321
Twenty One Pilots,"Trouw, Amsterdam, Netherlands",2018-02-27 15:47:01.493
Twenty One Pilots,"Ancienne Belgique (AB), Brussels, Belgium",2013-10-19 23:32:43.198
Twenty One Pilots,"Kex Hostel, Reykjavík, Iceland",2015-08-15 19:10:25.625
Twenty One Pilots,"The Loft, Atlanta, GA, US",2018-08-23 15:51:10.578
Twenty One Pilots,"The Water Rats, London, UK",2015-06-29 21:43:53.173
Twin Atlantic,"Student Central (ULU), London, UK",2019-01-04 06:10:54.136
Twin Atlantic,"Opéra Théâtre, Limoges, France",2009-04-28 17:15:54.625
Twin Atlantic,"ГЛАВCLUB GREEN CONCERT, Moscow, Russian Federation",2010-06-18 13:07:43.099
Twin Atlantic,"The Triple Door, Seattle, WA, US",2017-02-04 11:07:04.035
Twin Atlantic,"The Drake Hotel, Toronto, ON, Canada",2012-08-09 23:16:09.439
Twin Atlantic,"Atlanta Room, Smith's Olde Bar, Atlanta, GA, US",2008-08-13 15:10:26.260
Twin Atlantic,"Cato's Ale House, Oakland, CA, US",2019-08-18 22:48:28.229
Twin Atlantic,"Mercury Lounge, New York, NY, US",2009-11-26 20:08:06.776
Twin Atlantic,"Harpa Concert Hall, Reykjavík, Iceland",2013-03-14 20:32:07.042
Twin Atlantic,"The Rockpile West, Toronto, ON, Canada",2008-01-07 09:25:38.678
Twin Atlantic,"Eli's Mile High Club, Oakland, CA, US",2008-09-21 12:48:11.608
Twin Atlantic,"Yoshi's Jazz Club, Oakland, Oakland, CA, US",2011-10-11 23:03:54.067
Twin Atlantic,"Studio Paris, Chicago, IL, US",2016-09-08 04:11:40.845
Two Door Cinema Club,"Academy 2, Dublin, Ireland",2009-07-06 01:04:57.839
Two Door Cinema Club,"I.BOAT, Bordeaux, France",2011-12-07 15:46:45.419
Two Door Cinema Club,"Ericsson Globe Arena, Stockholm, Sweden",2016-01-09 16:27:56.655
Two Door Cinema Club,"Northwell Health at Jones Beach Theater, New York, NY, US",2019-06-19 04:36:08.844
Two Door Cinema Club,"Azuli, Bordeaux, France",2011-11-08 00:01:25.952
Two Door Cinema Club,"Vive Cuervo Salón, Mexico City, Mexico",2011-04-15 16:11:51.817
Two Door Cinema Club,"Academy, Dublin, Ireland",2018-10-02 15:45:05.229
Two Door Cinema Club,"Half Moon, Putney, London, UK",2010-01-12 08:48:15.612
Two Door Cinema Club,"Festsaal Kreuzberg, Berlin, Germany",2019-10-22 12:15:56.488
Two Door Cinema Club,"Oakland Stadium, Oakland, CA, US",2011-05-20 05:22:38.981
Two Door Cinema Club,"The Workman's Club, Dublin, Ireland",2017-10-11 10:40:01.291
Two Door Cinema Club,"Vive Cuervo Salón, Mexico City, Mexico",2018-11-24 22:56:24.433
Two Door Cinema Club,"Music Hall of Williamsburg, New York, NY, US",2013-03-29 22:10:07.998
Two Door Cinema Club,"Olympia Theatre, Dublin, Ireland",2012-10-02 14:39:13.542
Two Door Cinema Club,"Knitting Factory, New York, NY, US",2008-02-27 13:47:09.463
Two Door Cinema Club,"The Hi-Fi, Melbourne, VIC, Australia",2010-12-21 01:42:20.388
Two Door Cinema Club,"Klub Gwarek, Krakow, Poland",2016-07-13 12:39:37.921
Two Door Cinema Club,"L'Entrepôt, Paris, France",2018-02-19 12:28:24.112
Two Door Cinema Club,"Oakland Auditorium, Oakland, CA, US",2009-04-29 04:01:14.530
Two Door Cinema Club,"Caradura, Mexico City, Mexico",2008-03-13 23:10:05.493
Two Door Cinema Club,"The Water Rats, London, UK",2015-07-03 15:12:10.698
Two Door Cinema Club,"Warehouse, Toronto, ON, Canada",2010-08-11 21:20:42.134
Tyson Ritter,"Avalon, Los Angeles, CA, US",2008-03-04 18:25:24.291
Tyson Ritter,"Södra Teaterns Stora Scen, Stockholm, Sweden",2009-01-23 14:02:09.093
Tyson Ritter,"X-TRA, Zürich, Switzerland",2012-11-09 04:46:14.222
Tyson Ritter,"City National Grove of Anaheim, Los Angeles, CA, US",2012-12-31 09:37:24.564
Tyson Ritter,"Sugarfactory, Amsterdam, Netherlands",2013-11-06 05:39:09.196
Tyson Ritter,"Botanique, Brussels, Belgium",2010-12-16 15:36:52.284
Tyson Ritter,"Metro Theatre, Sydney, NSW, Australia",2008-08-13 04:51:26.642
Tyson Ritter,"Sports Palace / Palacio de los Deportes, Mexico City, Mexico",2008-10-15 12:13:59.943
Tyson Ritter,"O2 Academy Brixton, London, UK",2016-11-27 08:53:52.986
Tyson Ritter,"Watergate, Berlin, Germany",2009-08-27 16:10:54.747
Tyson Ritter,"Eddie's Attic, Atlanta, GA, US",2015-06-30 15:56:15.993
Tyson Ritter,"Kex Hostel, Reykjavík, Iceland",2017-04-17 08:45:16.728
Tyson Ritter,"The Observatory, Los Angeles, CA, US",2013-10-05 08:02:05.926
Tyson Ritter,"Cato's Ale House, Oakland, CA, US",2013-07-17 15:42:06.092
Tyson Ritter,"Patinoire Meriadeck, Bordeaux, France",2013-09-23 02:43:07.599
Tyson Ritter,"Klub Studio, Krakow, Poland",2012-06-17 21:45:56.027
Tyson Ritter,"Marquee Club - Wardour Street, London, UK",2014-03-05 01:36:13.842
U2,"The Roxy Theatre, Los Angeles, CA, US",2017-10-26 05:46:10.238
U2,"Festsaal Kreuzberg, Berlin, Germany",2010-02-15 03:12:31.834
U2,"Oracle Arena, Oakland, CA, US",2019-07-05 16:20:33.973
U2,"Iridium, New York, NY, US",2018-03-17 09:42:56.409
U2,"Irving Plaza, New York, NY, US",2017-10-06 22:30:18.511
U2,"Madame JoJo's, London, UK",2011-03-26 21:34:01.731
U2,"Silk Road Restaurant & Lounge, Oakland, CA, US",2017-12-09 07:39:58.855
U2,"Sound Academy, Toronto, ON, Canada",2014-03-23 10:04:45.706
U2,"Oakland Metro Operahouse - Old Location, Oakland, CA, US",2010-06-13 19:13:18.597
U2,"Espace El Doggo, Limoges, France",2018-01-10 09:10:03.299
U2,"Tripod, Dublin, Ireland",2008-07-24 04:58:30.243
U2,"Watergate, Berlin, Germany",2011-12-09 10:23:18.389
U2,"Sports Palace / Palacio de los Deportes, Mexico City, Mexico",2012-04-02 06:02:27.074
U2,"Húrra, Reykjavík, Iceland",2014-08-15 04:53:31.629
U2,"Stadium Live Club, Moscow, Russian Federation",2019-04-23 07:06:52.452
U2,"Bizz'art, Paris, France",2012-06-20 14:34:06.043
U2,"The Airliner, Los Angeles, CA, US",2011-04-05 15:48:29.781
U2,"Muffathalle, Munich, Germany",2012-05-25 19:18:19.631
U2,"Warehouse, Toronto, ON, Canada",2015-03-04 10:50:39.968
U2,"Budweiser Stage, Toronto, ON, Canada",2009-08-19 03:18:03.699
U2,"Twisted Pepper, Dublin, Ireland",2016-02-11 13:29:49.998
U2,"Danforth Music Hall, Toronto, ON, Canada",2011-03-22 19:23:16.977
U2,"Velvet, Oakland, CA, US",2014-12-25 21:16:31.049
UB40,"The Dragonfly, Los Angeles, CA, US",2016-06-13 16:31:26.264
UB40,"Centre Culturel John Lennon, Limoges, France",2017-10-19 06:38:32.893
UB40,"Volta, Moscow, Russian Federation",2018-05-31 03:49:05.695
UB40,"Madame JoJo's, London, UK",2008-03-17 10:35:15.633
UB40,"The New Parish, Oakland, CA, US",2013-01-23 00:17:47.913
UB40,"Blue Note Jazz Club, New York, NY, US",2015-04-27 15:56:57.418
UB40,"O2 Academy Brixton, London, UK",2016-02-10 03:29:35.791
UB40,"The Observatory, Los Angeles, CA, US",2016-05-11 16:19:44.765
UB40,"Milk, Moscow, Russian Federatio",2010-10-01 16:40:54.809
UB40,"The Airliner, Los Angeles, CA, US",2010-09-24 06:25:52.262
UB40,"Columbiahalle, Berlin, Germany",2013-10-30 14:57:00.265
Ubiquitous Synergy Seeker,"Crawdaddy, Dublin, Ireland",2013-07-20 12:53:08.827
Ubiquitous Synergy Seeker,"AFAS Live, Amsterdam, Netherlands",2012-08-04 21:19:28.918
Ubiquitous Synergy Seeker,"The Earl, Atlanta, GA, US",2012-10-27 13:08:39.379
Ubiquitous Synergy Seeker,"Göta Källare, Stockholm, Sweden",2012-10-13 23:13:59.141
Ubiquitous Synergy Seeker,"The Comet Tavern, Seattle, WA, US",2018-12-12 02:48:55.063
Ubiquitous Synergy Seeker,"Teater Pero, Stockholm, Sweden",2012-01-17 21:56:55.266
Ubiquitous Synergy Seeker,"Sugarfactory, Amsterdam, Netherlands",2017-07-09 03:56:02.824
Ubiquitous Synergy Seeker,"WiZink Center - Palacio de Deportes de la Comunidad de Madrid, Madrid, Spain",2014-08-31 12:36:18.550
Ubiquitous Synergy Seeker,"The Water Rats, London, UK",2011-08-20 06:27:56.691
Ubiquitous Synergy Seeker,"Maple Leaf Gardens, Toronto, ON, Canada",2013-11-10 08:05:22.920
Ubiquitous Synergy Seeker,"Gibson Amphitheatre, Universal Studios Hollywood, Los Angeles, CA, US",2013-02-05 16:18:00.416
Ubiquitous Synergy Seeker,"Troubadour, Los Angeles, CA, US",2012-05-13 23:56:59.357
Ubiquitous Synergy Seeker,"Velvet Lounge, Washington, DC, US",2010-01-25 02:12:51.767
Ubiquitous Synergy Seeker,"Le Centquatre-Paris (104), Paris, France",2011-09-02 10:10:00.501
Ubiquitous Synergy Seeker,"Maria am Ufer, Berlin, Germany",2009-09-26 11:18:56.246
Ubiquitous Synergy Seeker,"AFAS Live, Amsterdam, Netherlands",2016-07-02 13:25:39.754
Ubiquitous Synergy Seeker,"Nasa, Reykjavík, Iceland",2016-08-11 13:46:13.649
Ubiquitous Synergy Seeker,"Button Factory, Dublin, Ireland",2015-05-02 05:39:52.614
Ubiquitous Synergy Seeker,"Rockwood Music Hall, New York, NY, US",2014-10-23 20:20:19.998
Ubiquitous Synergy Seeker,"Blue Note Jazz Club, New York, NY, US",2019-04-26 07:48:51.328
Ugly Casanova,"Rote Fabrik, Zürich, Switzerland",2010-11-07 23:58:18.993
Ugly Casanova,"Howard Theatre, Washington, DC, US",2008-05-15 22:13:56.936
Ugly Casanova,"U Street Music Hall, Washington, DC, US",2012-03-20 21:39:25.604
Ugly Casanova,"Circo Volador, Mexico City, Mexico",2018-12-30 04:24:58.585
Ugly Casanova,"Irvine Meadows Amphitheatre, Los Angeles, CA, US",2011-08-20 02:55:35.111
Ugly Casanova,"Madame JoJo's, London, UK",2013-04-23 00:56:46.300
Ugly Casanova,"Pianos, New York, NY, US",2017-11-26 08:54:15.327
Ugly Casanova,"Brixton Jamm, London, UK",2015-12-23 19:18:11.028
Ugly Casanova,"Musik & Frieden, Berlin, Germany",2011-09-09 00:32:10.660
Ugly Casanova,"The Lexington, London, UK",2019-09-07 21:02:44.744
Ugly Casanova,"The Rockpile West, Toronto, ON, Canada",2018-12-05 22:17:33.404
Ugly Casanova,"Eli's Mile High Club, Oakland, CA, US",2016-07-28 22:24:39.866
Ultra Vivid Scene,"Voila, Mexico City, Mexico",2010-05-02 02:59:46.385
Ultra Vivid Scene,"Loch Ness, Krakow, Poland",2008-04-17 09:08:29.233
Ultra Vivid Scene,"The Sound Room, Oakland, CA, US",2014-11-24 17:54:36.273
Ultra Vivid Scene,"Nasa, Reykjavík, Iceland",2011-01-21 16:40:13.616
Ultra Vivid Scene,"Kaufleuten, Zürich, Switzerland",2016-10-07 19:57:42.281
Ultra Vivid Scene,"Sony Centre for the Performing Arts, Toronto, ON, Canada",2014-11-03 01:37:47.150
Ultra Vivid Scene,"Purgatory at The Masquerade, Atlanta, GA, US",2017-04-11 13:19:09.829
Ultra Vivid Scene,"Maria am Ufer, Berlin, Germany",2008-11-12 19:26:22.203
Ultra Vivid Scene,"Electric Ballroom, London, UK",2008-07-20 06:06:22.493
Ultra Vivid Scene,"El Plaza Condesa, Mexico City, Mexico",2009-02-26 00:38:42.981
Ultra Vivid Scene,"Cafe Rosenberg, Reykjavík, Iceland",2011-01-08 15:34:50.148
Ultra Vivid Scene,"Conga Lounge, Oakland, CA, US",2008-11-17 03:08:06.398
Ultra Vivid Scene,"Half Moon, Putney, London, UK",2010-01-22 01:20:13.476
Ultra Vivid Scene,"The Triple Door, Seattle, WA, US",2019-11-15 23:06:31.411
Ultra Vivid Scene,"Eli's Mile High Club, Oakland, CA, US",2018-10-27 13:39:17.168
Ultra Vivid Scene,"Privatclub, Berlin, Germany",2019-05-15 05:29:54.472
Ultra Vivid Scene,"Roundhouse, London, UK",2016-10-27 20:18:14.794
Ultra Vivid Scene,"Maschinenhaus i.d. KulturBrauerei, Berlin, Germany",2008-10-09 21:05:11.507
Ultra Vivid Scene,"Yoshi's Jazz Club, Oakland, Oakland, CA, US",2018-05-07 12:59:21.310
Ultra Vivid Scene,"Lunario del Auditorio Nacional, Mexico City, Mexico",2013-01-22 20:03:55.330
Ultra Vivid Scene,"Kex Hostel, Reykjavík, Iceland",2014-07-11 08:06:46.969
Ultra Vivid Scene,"Electric Ballroom, London, UK",2017-09-25 13:11:06.888
Ultra Vivid Scene,"Majestic Ventura Theater, Los Angeles, CA, US",2011-10-14 18:44:05.988
Ultra Vivid Scene,"Lee's Palace, Toronto, ON, Canada",2011-12-29 12:56:17.747
Ultra Vivid Scene,"Ambassador Theatre, Dublin, Ireland",2008-10-09 23:45:05.208
Ultravox,"Médoquine, Talence, France",2018-08-15 10:31:28.883
Ultravox,"Rote Fabrik, Zürich, Switzerland",2010-05-01 03:23:00.806
Ultravox,"Whisky A Go Go, Los Angeles, CA, US",2012-11-21 08:41:37.211
Ultravox,"Paradiso Kleine Zaal, Amsterdam, Netherlands",2010-04-12 03:06:40.729
Ultravox,"Gibson Amphitheatre, Universal Studios Hollywood, Los Angeles, CA, US",2017-12-02 22:45:00.568
Ultravox,"Oakland Stadium, Oakland, CA, US",2010-12-26 10:27:31.278
Ultravox,"Le Phare, Limoges, France",2009-09-23 04:11:11.182
Ultravox,"Volkshaus, Zürich, Switzerland",2014-11-24 05:08:43.972
Ultravox,"Melkweg, Amsterdam, Netherlands",2016-10-27 12:30:55.385
Ultravox,"Paradiso Kleine Zaal, Amsterdam, Netherlands",2012-09-23 07:58:37.330
Ultravox,"Klub Gwarek, Krakow, Poland",2015-11-10 01:12:43.805
Ultravox,"Dimitriou's Jazz Alley, Seattle, WA, US",2017-03-18 12:02:05.721
Ultravox,"La Riviera, Madrid, Spain",2015-02-12 21:54:14.103
Ultravox,"Crawdaddy, Dublin, Ireland",2016-01-09 19:22:26.334
Ultravox,"Irvine Meadows Amphitheatre, Los Angeles, CA, US",2010-09-23 23:21:47.282
Ultravox,"Nasa, Reykjavík, Iceland",2015-03-02 11:05:51.033
Ultravox,"The Garage, London, UK",2018-10-19 09:00:33.679
Ultravox,"NYCB Theatre at Westbury, New York, NY, US",2016-02-28 04:49:45.304
Ultravox,"Oakland Metro Operahouse, Oakland, CA, US",2012-07-17 10:03:26.893
Ultravox,"Twisted Pepper, Dublin, Ireland",2014-02-21 12:54:25.830
Ultravox,"Fuse, Brussels, Belgium",2016-08-07 19:27:34.683
Ultravox,"Kwadrat, Krakow, Poland",2017-06-24 21:37:33.657
Ultravox,"Magasin 4, Brussels, Belgium",2010-11-27 07:11:47.001
Ultravox,"El Mocambo, Toronto, ON, Canada",2014-05-04 15:13:59.550
Uncle Tupelo,"Madison Square Garden, New York, NY, US",2013-10-06 02:15:39.547
Uncle Tupelo,"Sound Academy, Toronto, ON, Canada",2012-06-06 11:56:02.513
Uncle Tupelo,"The Hi-Fi, Melbourne, VIC, Australia",2008-04-25 07:03:47.602
Uncle Tupelo,"Hallenstadion, Zürich, Switzerland",2013-08-17 21:20:32.388
Uncle Tupelo,"Opéra Théâtre, Limoges, France",2012-06-16 18:55:49.006
Uncle Tupelo,"Ambassador Theatre, Dublin, Ireland",2016-02-24 18:14:41.704
Uncle Tupelo,"Teater Pero, Stockholm, Sweden",2013-11-15 17:34:51.104
Uncle Tupelo,"Feierwerk / Kranhalle, Munich, Germany",2010-07-20 13:11:07.928
Underoath,"Brixton Jamm, London, UK",2014-08-03 22:23:19.132
Underoath,"Conga Lounge, Oakland, CA, US",2019-07-27 17:56:50.028
Underoath,"O2 Academy Brixton, London, UK",2012-06-07 00:17:50.751
Underoath,"Watergate, Berlin, Germany",2015-12-26 15:42:30.633
Underoath,"Wurlitzer Ballroom, Madrid, Spain",2019-10-16 23:26:07.786
Underoath,"Café De Paris, London, UK",2013-09-23 08:35:48.002
Underoath,"Teater Pero, Stockholm, Sweden",2015-04-30 04:05:35.121
Underoath,"Kool Haus, Toronto, ON, Canada",2011-04-14 05:32:48.839
Underoath,"Velvet Lounge, Washington, DC, US",2015-01-27 17:13:06.694
Underoath,"Traffic Club, Rome, Italy",2008-11-09 03:11:39.307
Underworld,"The Village, Dublin, Ireland",2018-06-22 11:11:41.782
Underworld,"Nalen Klubb, Stockholm, Sweden",2016-06-16 08:39:23.747
Underworld,"El Mocambo, Toronto, ON, Canada",2018-11-14 03:12:53.488
Underworld,"El Cid, Los Angeles, CA, US",2011-08-13 18:04:03.321
Underworld,"Vive Cuervo Salón, Mexico City, Mexico",2010-04-08 03:47:57.085
Underworld,"Canyon Club, Los Angeles, CA, US",2008-05-13 09:04:58.494
Underworld,"Klub Gwarek, Krakow, Poland",2012-09-25 18:49:13.598
Underworld,"Oakland City Center, Oakland, CA, US",2018-04-04 12:09:33.099
